<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2015.04.19	1.01250	1.03092	1.00369	1.02871	567483	0	7
2015.04.26	1.02937	1.05188	1.02477	1.04004	641405	0	9
2015.05.03	1.03930	1.06839	1.03519	1.05890	148697	0	8
2015.05.10	1.06137	1.08875	1.06104	1.07601	411924	0	13
2015.05.17	1.07858	1.08469	1.06873	1.07064	434010	0	14
2015.05.24	1.06907	1.07825	1.05733	1.07606	478338	0	13
2015.05.31	1.07693	1.09121	1.06962	1.08008	530063	0	9
2015.06.07	1.08154	1.10916	1.07101	1.10557	587677	0	8
2015.06.14	1.10603	1.12841	1.10453	1.12453	576804	0	9
2015.06.21	1.12452	1.12976	1.11605	1.11899	588895	0	8
2015.06.28	1.11610	1.14281	1.11302	1.12236	607464	0	5
2015.07.05	1.12080	1.12493	1.10147	1.10649	473349	0	16
2015.07.12	1.10460	1.13766	1.10389	1.12948	485558	0	13
2015.07.19	1.13092	1.13228	1.10418	1.10706	605121	137616122500	5
2015.07.26	1.10629	1.11098	1.08910	1.10592	634802	436705948500	1
2015.08.02	1.10549	1.13154	1.10083	1.11960	639075	482085073000	3
2015.08.09	1.11946	1.13009	1.10951	1.12756	561561	418288287002	18
2015.08.16	1.12768	1.12831	1.09157	1.09276	694193	547469740180	26
2015.08.23	1.09465	1.15283	1.09186	1.10807	809981	519678494999	23
2015.08.30	1.10645	1.12607	1.09409	1.09952	631820	512550403657	15
2015.09.06	1.09791	1.12628	1.09336	1.12209	591048	493067725068	16
2015.09.13	1.12103	1.13450	1.11849	1.12257	535573	458592255922	16
2015.09.20	1.12279	1.13104	1.09962	1.09980	535135	454921754830	16
2015.09.27	1.10309	1.10575	1.09086	1.09369	559621	450639150911	22
2015.10.04	1.09163	1.09845	1.08458	1.09399	621347	528681348000	16
2015.10.11	1.09423	1.09824	1.06359	1.06571	608707	519739062000	0
2015.10.18	1.06595	1.07998	1.05704	1.06776	505196	412507726872	0
2015.10.25	1.06789	1.07319	1.04945	1.05218	505388	378421315500	0
2015.11.01	1.05683	1.08801	1.05176	1.07837	574942	440115329000	0
2015.11.08	1.07695	1.09476	1.07251	1.08863	543123	407973947720	0
2015.11.15	1.08632	1.10365	1.08588	1.10183	572024	381900359701	0
2015.11.22	1.10083	1.10844	1.09525	1.09989	596533	441876223500	0
2015.11.29	1.09996	1.10479	1.08641	1.08661	702731	521090149500	0
2015.12.06	1.08761	1.09576	1.06803	1.06803	596338	476710108735	0
2015.12.13	1.07151	1.07427	1.05814	1.06366	519988	347412443000	0
2015.12.20	1.06487	1.06788	1.05804	1.06270	260860	176784963000	0
