<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2018.02.11	0.88565	0.89196	0.88406	0.88415	684264	0	1
2018.02.18	0.88459	0.88697	0.87863	0.88010	649630	0	1
2018.02.25	0.87878	0.89513	0.87716	0.89236	738210	0	1
2018.03.04	0.89323	0.89677	0.88745	0.88853	719977	0	1
2018.03.11	0.88870	0.88965	0.88093	0.88178	438105	0	1
2018.03.18	0.88121	0.88161	0.86683	0.87410	609154	0	1
2018.03.25	0.87364	0.87973	0.87167	0.87856	638805	0	1
2018.04.01	0.87755	0.87821	0.87010	0.87167	366200	0	1
2018.04.08	0.87169	0.87395	0.86277	0.86616	265951	0	1
2018.04.15	0.86495	0.87916	0.86206	0.87738	285801	0	1
2018.04.22	0.87604	0.88035	0.86805	0.88016	304449	0	1
2018.04.29	0.88028	0.88422	0.87608	0.88418	367516	0	1
2018.05.06	0.88337	0.88404	0.87274	0.88185	382429	0	1
2018.05.13	0.88098	0.88269	0.87126	0.87382	377159	0	1
2018.05.20	0.87395	0.87967	0.87254	0.87615	422421	0	1
2018.05.27	0.87702	0.88090	0.86975	0.87340	515298	0	1
2018.06.03	0.87334	0.88375	0.87233	0.87758	432346	0	1
2018.06.10	0.87732	0.88318	0.87177	0.87380	403881	0	1
2018.06.17	0.87313	0.88051	0.87251	0.87876	450934	0	1
2018.06.24	0.87973	0.88905	0.87806	0.88450	485159	0	1
2018.07.01	0.88517	0.88688	0.87987	0.88382	408758	0	1
2018.07.08	0.88119	0.89007	0.88116	0.88280	438858	0	1
2018.07.15	0.88323	0.89578	0.88161	0.89251	462923	0	0
2018.07.22	0.89329	0.89359	0.88645	0.88949	364660	0	5
2018.07.29	0.88848	0.89355	0.88545	0.88961	332324	0	4
2018.08.05	0.88843	0.90300	0.88813	0.89359	314089	0	7
2018.08.12	0.89202	0.89774	0.88959	0.89708	390715	0	3
2018.08.19	0.89618	0.90518	0.89390	0.90457	331893	0	3
2018.08.26	0.90415	0.90980	0.89374	0.89516	352386	0	5
2018.09.02	0.89705	0.90516	0.89126	0.89409	375135	0	3
2018.09.09	0.89318	0.89570	0.88757	0.88912	358085	0	5
2018.09.16	0.88896	0.89953	0.88473	0.89798	403137	0	7
2018.09.23	0.89739	0.89882	0.88724	0.89036	379521	0	4
2018.09.30	0.89014	0.89174	0.87764	0.87836	404559	0	7
2018.10.07	0.87744	0.88067	0.87228	0.87864	437330	0	5
2018.10.14	0.88155	0.88325	0.87520	0.88102	389904	0	6
2018.10.21	0.88081	0.88960	0.87979	0.88875	443725	0	3
2018.10.28	0.88849	0.89390	0.87564	0.87800	422810	0	4
2018.11.04	0.87403	0.87716	0.86898	0.87362	423069	0	6
2018.11.11	0.87617	0.89041	0.86556	0.88945	549189	0	4
2018.11.18	0.88865	0.89320	0.88357	0.88370	328352	0	7
2018.11.25	0.88382	0.89244	0.88098	0.88707	386693	0	4
2018.12.02	0.88984	0.89673	0.88627	0.89483	445048	0	4
2018.12.09	0.89635	0.90870	0.89516	0.89841	475773	0	3
2018.12.16	0.89656	0.90542	0.89623	0.89903	511191	0	4
2018.12.23	0.89950	0.90606	0.89616	0.90069	319152	0	3
2018.12.30	0.90035	0.91025	0.89267	0.89536	374059	0	4
2019.01.06	0.89530	0.90614	0.89218	0.89274	413368	0	3
2019.01.13	0.89095	0.89845	0.87567	0.88312	459721	0	6
2019.01.20	0.88169	0.88619	0.86166	0.86404	393631	0	6
2019.01.27	0.86441	0.87927	0.86349	0.87519	406778	0	5
2019.02.03	0.87525	0.88213	0.87256	0.87468	321348	0	4
2019.02.10	0.87446	0.88396	0.87428	0.87580	322972	0	5
2019.02.17	0.87437	0.87673	0.86656	0.86774	333325	0	7
2019.02.24	0.86711	0.86992	0.85286	0.86001	395299	0	6
2019.03.03	0.85815	0.86540	0.85356	0.86273	335738	0	1
2019.03.10	0.86503	0.86754	0.84719	0.85155	418264	0	4
2019.03.17	0.85143	0.87226	0.85103	0.85532	384136	0	4
2019.03.24	0.85485	0.86489	0.84830	0.86056	401703	0	4
2019.03.31	0.86040	0.86365	0.85021	0.86022	327156	0	7
2019.04.07	0.85946	0.86566	0.85899	0.86438	266464	0	3
2019.04.14	0.86330	0.86808	0.86179	0.86516	305352	0	3
2019.04.21	0.86516	0.86814	0.86215	0.86262	229529	0	4
2019.04.28	0.86229	0.86496	0.84967	0.85024	259223	0	4
2019.05.05	0.84924	0.86481	0.84876	0.86382	275281	0	5
2019.05.12	0.86311	0.87784	0.86239	0.87721	240601	0	4
2019.05.19	0.87537	0.88498	0.87239	0.88135	259382	0	5
2019.05.26	0.88057	0.88742	0.87897	0.88396	243704	0	5
2019.06.02	0.88367	0.89015	0.88244	0.88931	326020	0	4
2019.06.09	0.88729	0.89321	0.88711	0.89022	316059	0	5
2019.06.16	0.89035	0.89742	0.88721	0.89201	347833	0	6
