<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2016.07.17	1.29358	1.31850	1.29265	1.31281	574455	664960042000	0
2016.07.24	1.31270	1.32534	1.30013	1.30373	559446	530521927000	0
2016.07.31	1.30238	1.32000	1.29956	1.31709	527807	420603365000	0
2016.08.07	1.31749	1.31896	1.29237	1.29552	550096	540744989000	0
2016.08.14	1.29440	1.29749	1.27633	1.28642	574662	517298250000	0
2016.08.21	1.28800	1.30113	1.28307	1.29987	553224	491954398000	0
2016.08.28	1.29912	1.31477	1.29788	1.29788	613877	505627303000	0
2016.09.04	1.29842	1.30525	1.28220	1.30377	587718	453166170000	0
2016.09.11	1.30466	1.32476	1.30289	1.32109	723889	585699170000	0
2016.09.18	1.32162	1.32425	1.29998	1.31626	714781	639218546000	0
2016.09.25	1.31550	1.32804	1.30478	1.31237	761454	617281513000	0
2016.10.02	1.31053	1.33128	1.30675	1.32945	708902	557526091000	0
2016.10.09	1.32391	1.33064	1.31030	1.31298	684575	539609130000	0
2016.10.16	1.31138	1.33545	1.30053	1.33220	599361	459301124000	0
2016.10.23	1.33252	1.34330	1.32774	1.33864	654721	480332138000	0
2016.10.30	1.34093	1.34650	1.33528	1.33955	683377	545720217000	0
2016.11.06	1.33402	1.35477	1.32632	1.35395	901149	727151552000	0
2016.11.13	1.35006	1.35883	1.33995	1.34932	850729	718075511000	0
2016.11.20	1.34948	1.35349	1.33775	1.35067	697697	576798665000	0
2016.11.27	1.34938	1.35367	1.32543	1.32800	725702	547182797000	0
2016.12.04	1.32837	1.33553	1.31520	1.31705	572784	373923053000	0
2016.12.11	1.31456	1.34170	1.30798	1.33296	764245	516000612000	0
2016.12.18	1.33325	1.35565	1.33169	1.35241	595615	468542712000	0
2016.12.25	1.35200	1.35980	1.31757	1.34296	525573	416261267000	0
2017.01.01	1.34205	1.34602	1.31769	1.32346	731829	566331218000	0
2017.01.08	1.32394	1.32939	1.30290	1.31110	796448	549163493000	0
2017.01.15	1.31301	1.33871	1.30181	1.33122	802866	547949988000	0
2017.01.22	1.33139	1.33345	1.30529	1.31496	752599	499911150000	0
2017.01.29	1.31296	1.31687	1.29682	1.30208	789405	562270752000	0
2017.02.05	1.30236	1.32116	1.30066	1.30730	636699	476761052000	0
2017.02.12	1.30808	1.31259	1.30087	1.30824	570682	445752938000	0
2017.02.19	1.30914	1.32093	1.30556	1.30876	464891	387157184000	0
2017.02.26	1.30957	1.34366	1.30830	1.33680	545571	451825215000	0
2017.03.05	1.33681	1.35345	1.33681	1.34689	563560	447373396000	0
2017.03.12	1.34554	1.34950	1.32758	1.33412	532103	425324723000	0
2017.03.19	1.33446	1.34089	1.32632	1.33765	513553	418793176000	0
2017.03.26	1.33537	1.34140	1.32771	1.33152	474177	371296102000	0
2017.04.02	1.33000	1.34554	1.32945	1.33939	448009	373105361000	0
2017.04.09	1.33948	1.34259	1.32229	1.33171	412363	340360316000	0
2017.04.16	1.33099	1.35250	1.32617	1.34831	422943	349100326000	0
2017.04.23	1.34565	1.36967	1.34104	1.36387	504024	446596822000	0
2017.04.30	1.36537	1.37933	1.36365	1.36644	471205	452959943000	0
2017.05.07	1.36523	1.37699	1.36431	1.37036	504506	500256926000	0
2017.05.14	1.36950	1.37221	1.35049	1.35049	538527	535672198000	0
2017.05.21	1.35134	1.35402	1.33870	1.34345	454617	424741839000	0
2017.05.28	1.34361	1.35468	1.34271	1.34743	370328	339788570000	0
2017.06.04	1.34824	1.35358	1.34221	1.34621	380602	0	9
2017.06.11	1.34540	1.34701	1.31644	1.32049	422215	0	9
2017.06.18	1.32106	1.33470	1.31908	1.32615	354720	0	9
2017.06.25	1.32585	1.32701	1.29455	1.29623	412276	0	9
2017.07.02	1.29638	1.30141	1.28593	1.28677	340846	0	9
2017.07.09	1.28750	1.29430	1.26437	1.26477	366179	0	9
2017.07.16	1.26438	1.27008	1.25218	1.25392	391150	0	9
2017.07.23	1.25323	1.25761	1.24135	1.24304	445665	0	9
2017.07.30	1.24262	1.26677	1.24215	1.26494	433617	0	9
2017.08.06	1.26541	1.27524	1.26290	1.26724	432167	0	9
2017.08.13	1.26683	1.27777	1.25566	1.25763	390231	0	9
2017.08.20	1.25634	1.26066	1.24652	1.24721	344570	0	9
2017.08.27	1.24752	1.26629	1.23392	1.23908	385591	0	9
2017.09.03	1.24008	1.24259	1.20611	1.21554	412648	0	9
2017.09.10	1.21503	1.22394	1.20821	1.21886	371949	1035222000	0
2017.09.17	1.21872	1.23901	1.21713	1.23372	357121	0	0
2017.09.24	1.23298	1.25325	1.23127	1.24593	402104	0	0
2017.10.01	1.24845	1.25992	1.24486	1.25314	324864	0	0
2017.10.08	1.25294	1.25588	1.24329	1.24628	291382	0	0
2017.10.15	1.24712	1.26302	1.24506	1.26246	327873	0	0
2017.10.22	1.26160	1.29165	1.26135	1.28076	341352	0	0
2017.10.29	1.28163	1.29146	1.27151	1.27620	296755	0	0
2017.11.05	1.27555	1.28195	1.26659	1.26885	269142	0	0
2017.11.12	1.26707	1.28235	1.26707	1.27617	325509	0	0
2017.11.19	1.27639	1.28366	1.26728	1.27034	334254	0	0
2017.11.26	1.27015	1.29095	1.26801	1.26803	368568	0	0
2017.12.03	1.26934	1.28800	1.26238	1.28474	369192	0	0
2017.12.10	1.28480	1.28943	1.27138	1.28639	444066	0	0
2017.12.17	1.28659	1.29198	1.26975	1.27262	533296	0	2
2017.12.24	1.27185	1.27277	1.25146	1.25701	309927	0	2
2017.12.31	1.25333	1.25583	1.23551	1.24087	426806	0	2
2018.01.07	1.24090	1.25903	1.23781	1.24586	673062	0	1
2018.01.14	1.24550	1.25246	1.23606	1.24936	783089	0	1
2018.01.21	1.24744	1.24964	1.22819	1.23187	751873	0	1
2018.01.28	1.23095	1.24366	1.22486	1.24268	710851	0	1
2018.02.04	1.24353	1.26869	1.23974	1.25797	1025631	0	1
2018.02.11	1.25803	1.26488	1.24503	1.25568	644256	0	1
2018.02.18	1.25569	1.27592	1.25273	1.26286	571970	0	1
2018.02.25	1.26306	1.29156	1.26148	1.28842	592461	0	1
2018.03.04	1.28735	1.30007	1.28083	1.28106	781126	0	1
2018.03.11	1.28136	1.30985	1.28032	1.30958	603797	0	1
2018.03.18	1.30927	1.31245	1.28237	1.28946	713733	0	1
2018.03.25	1.28828	1.29389	1.28146	1.28948	546544	0	1
2018.04.01	1.28870	1.29434	1.27330	1.27807	417811	0	1
2018.04.08	1.27605	1.28187	1.25442	1.26139	302883	0	1
2018.04.15	1.25938	1.27651	1.25271	1.27633	296985	0	1
2018.04.22	1.27421	1.29004	1.27421	1.28273	316694	0	1
2018.04.29	1.28330	1.29174	1.28028	1.28437	401203	0	1
2018.05.06	1.28441	1.29972	1.27291	1.27937	376253	0	1
2018.05.13	1.27714	1.29243	1.27494	1.28838	371448	0	1
2018.05.20	1.28735	1.29884	1.27423	1.29733	386761	0	1
2018.05.27	1.29633	1.30467	1.28181	1.29510	446783	0	1
2018.06.03	1.29400	1.30668	1.28558	1.29253	410858	0	0
2018.06.10	1.29912	1.32072	1.29492	1.32072	384305	0	1
2018.06.17	1.31792	1.33821	1.31590	1.32658	396318	0	1
2018.06.24	1.32664	1.33860	1.31298	1.31342	406402	0	1
2018.07.01	1.31391	1.32249	1.30763	1.30819	360082	0	1
2018.07.08	1.30841	1.32175	1.30638	1.31610	325132	0	1
2018.07.15	1.31517	1.32896	1.31092	1.31446	396232	0	0
2018.07.22	1.31279	1.31904	1.30235	1.30610	291901	0	4
2018.07.29	1.30491	1.30955	1.29671	1.29915	246081	0	4
2018.08.05	1.29917	1.31525	1.29613	1.31409	240665	0	4
2018.08.12	1.31598	1.31737	1.30493	1.30611	303886	0	5
2018.08.19	1.30588	1.31025	1.29859	1.30267	260584	0	4
2018.08.26	1.30127	1.30875	1.28865	1.30389	284138	0	4
2018.09.02	1.30744	1.32254	1.30437	1.31624	279835	0	4
2018.09.09	1.31614	1.31971	1.29751	1.30301	245106	0	4
2018.09.16	1.30362	1.30636	1.28836	1.29119	257415	0	5
2018.09.23	1.29257	1.30812	1.29070	1.29073	233624	0	4
2018.09.30	1.28483	1.29543	1.27814	1.29407	254474	0	4
2018.10.07	1.29419	1.30709	1.29258	1.30245	285099	0	5
2018.10.14	1.30182	1.31314	1.29154	1.30979	300768	0	4
2018.10.21	1.30929	1.31588	1.29682	1.31020	351466	0	4
2018.10.28	1.30953	1.31691	1.30476	1.30997	306564	0	5
2018.11.04	1.30882	1.32323	1.30553	1.32111	298721	0	6
2018.11.11	1.32032	1.32631	1.31261	1.31493	350892	0	5
2018.11.18	1.31525	1.33172	1.31405	1.32301	270584	0	4
2018.11.25	1.32217	1.33589	1.31861	1.32895	309408	0	4
2018.12.02	1.32350	1.34438	1.31592	1.33166	362192	0	4
2018.12.09	1.33187	1.34231	1.32918	1.33842	303192	0	4
2018.12.16	1.33784	1.35999	1.33715	1.35990	395016	0	4
2018.12.23	1.35995	1.36599	1.35639	1.36375	243884	0	7
2018.12.30	1.36370	1.36639	1.33717	1.33719	276564	0	4
2019.01.06	1.33784	1.33888	1.31799	1.32630	285648	0	4
2019.01.13	1.32506	1.33180	1.32252	1.32636	281019	0	5
2019.01.20	1.32591	1.33742	1.32144	1.32178	298185	0	8
2019.01.27	1.32171	1.32851	1.30677	1.30972	311312	0	6
2019.02.03	1.30904	1.33283	1.30845	1.32728	245589	0	4
2019.02.10	1.32666	1.33395	1.31951	1.32457	212964	0	7
2019.02.17	1.32491	1.32804	1.31330	1.31345	230576	0	6
2019.02.24	1.31332	1.33057	1.31118	1.33057	336011	0	5
2019.03.03	1.32751	1.34666	1.32739	1.34166	283332	0	4
2019.03.10	1.34163	1.34391	1.32861	1.33368	266779	0	7
2019.03.17	1.33356	1.34285	1.32497	1.34270	336024	0	4
2019.03.24	1.34238	1.34500	1.33407	1.33498	308762	0	4
2019.03.31	1.33453	1.34020	1.32953	1.33768	262111	0	6
2019.04.07	1.33803	1.33951	1.32831	1.33256	244797	0	5
2019.04.14	1.33261	1.34021	1.32736	1.33887	239247	0	7
2019.04.21	1.33874	1.35209	1.33344	1.34540	245737	0	5
2019.04.28	1.34540	1.34890	1.33760	1.34194	244787	0	5
2019.05.05	1.34540	1.35045	1.33795	1.34129	292911	0	4
2019.05.12	1.34181	1.35125	1.33996	1.34644	250417	0	6
2019.05.19	1.34391	1.35017	1.33564	1.34400	260260	0	6
2019.05.26	1.34375	1.35639	1.34285	1.35146	257737	0	4
2019.06.02	1.35188	1.35267	1.32613	1.32651	301497	0	5
2019.06.09	1.32398	1.34218	1.32389	1.34085	237452	0	4
2019.06.16	1.34062	1.34316	1.31503	1.32222	272766	0	5
2019.06.23	1.32120	1.32157	1.30587	1.30878	231412	0	4
2019.06.30	1.30810	1.31443	1.30367	1.30746	197791	0	1
2019.07.07	1.30661	1.31438	1.30179	1.30273	204132	0	1
2019.07.14	1.30266	1.31096	1.30160	1.30565	203353	0	1
2019.07.21	1.30594	1.31991	1.30403	1.31639	172449	0	1
2019.07.28	1.31597	1.32659	1.31053	1.31996	247461	0	1
2019.08.04	1.32102	1.33444	1.31773	1.32113	356176	0	1
2019.08.11	1.31961	1.33388	1.31844	1.32707	340359	0	1
